"Rzeczywista","Przewidziana","P_BARBUNYA","P_BOMBAY","P_CALI","P_DERMASON","P_HOROZ","P_SEKER","P_SIRA"
"SEKER","SEKER",4.7366955956858e-13,8.93771598703447e-29,1.96473391530586e-15,0.000159473480711397,6.63646321611094e-09,0.999840519863278,1.90718420031712e-11
"SEKER","SEKER",4.2748224267092e-12,3.32130266435663e-32,2.35607002763309e-14,7.15661142002723e-05,6.27827826543776e-07,0.999927806053667,7.40782241313793e-15
"SEKER","SEKER",1.44180334574147e-11,2.87850547135325e-34,1.28786868758615e-16,5.40876320463345e-06,3.59991791915381e-08,0.999994555223198,1.06623459076512e-17
"SEKER","SEKER",1.20441450450509e-07,1.03279520976574e-23,7.40029551451619e-16,0.0833495912108308,5.56227405590278e-11,0.916614649109349,3.56391827460086e-05
"SEKER","SEKER",1.73774330342e-13,1.37242281998023e-28,5.32433776408839e-16,0.000107070440243149,1.54925536500293e-09,0.999892927991834,1.84927566594455e-11
"SEKER","SEKER",4.67809220391785e-13,1.26507873752601e-30,2.05913388491246e-15,2.72932170644238e-05,6.44552080657694e-08,0.999972642327129,1.28521932288468e-13
"SEKER","SEKER",4.84265391416565e-11,2.9345161345715e-31,5.19110153359262e-15,6.04930215171929e-06,1.04342758759606e-05,0.999983516373504,3.64520865444482e-14
"SEKER","SEKER",1.12706956275048e-13,2.86102714689984e-31,2.1151894736993e-15,2.08820405642598e-05,5.02894480912455e-08,0.99997906766985,2.25263356089765e-14
"SEKER","SEKER",6.7116188682686e-13,1.97368255128582e-32,2.5949171812871e-15,2.96108529824298e-05,6.17945478236148e-08,0.999970327351794,1.82186178391571e-15
"SEKER","SEKER",4.63502698591611e-14,9.11024316980481e-30,8.45226868176777e-16,5.42307637517932e-05,3.59997440044912e-09,0.999945765635407,8.19302197433741e-13
"SEKER","SEKER",8.7436893431382e-12,2.09410163774641e-35,4.20688749171826e-18,2.19284577871957e-06,1.07878152678634e-09,0.999997806066696,2.60701821922537e-19
"SEKER","SEKER",5.48914642453824e-13,1.50891941510588e-30,7.3481662681291e-15,4.92643841513752e-05,1.51988519205144e-07,0.999950583626527,2.46184472525469e-13
"SEKER","SEKER",1.75227766304403e-11,1.09645684498651e-25,8.95586334263947e-17,0.00886393279693066,2.41694035100932e-12,0.991136004930886,6.22522438170858e-08
"SEKER","SEKER",9.79479137717876e-12,2.73927437406216e-34,2.09649700499605e-16,1.59753028759648e-05,1.17129275836221e-08,0.999984012974402,1.38106383327414e-17
"SEKER","SEKER",1.41624451156611e-10,3.27440365236604e-27,5.44991013026693e-16,0.000614978955225315,2.08986866323168e-09,0.999385017507163,1.30611798300947e-09
"SEKER","SEKER",9.19324654243181e-12,2.2791806352442e-35,4.52047317246202e-18,2.07774084514765e-06,1.31569123253197e-09,0.99999792093427,2.85929418824599e-19
"SEKER","SEKER",5.9208025501561e-11,1.10773720296545e-23,2.29382011137976e-16,0.131707501098251,3.30681193913954e-13,0.868270333955466,2.21648867445342e-05
"SEKER","SEKER",1.82398689277869e-08,1.78190515158032e-22,7.21159870852611e-15,0.372840785436605,5.35629107833403e-11,0.625603743017627,0.00155545325232996
"SEKER","SEKER",9.13481608794773e-12,3.97566624934721e-34,3.18751601534981e-16,1.8710133165727e-05,1.60150835366078e-08,0.999981273842615,2.2874380515131e-17
"SEKER","SEKER",8.67982560510385e-12,2.24930439924686e-35,4.83410502064503e-18,2.44354235913899e-06,1.10386862411169e-09,0.999997555345092,2.96000673291172e-19
"SEKER","SEKER",7.26752924387945e-12,9.42428956740022e-33,2.46747388684319e-15,9.50328106881113e-06,7.32282771073962e-07,0.999989764428889,7.86629028646056e-16
"SEKER","SEKER",1.10795357692292e-10,1.50238249839388e-27,2.12692317655563e-14,0.00134271032921929,6.59543613007276e-08,0.998657221860468,1.74513512217604e-09
"SEKER","SEKER",5.06532437505795e-13,3.30705978745412e-27,1.71030326726366e-16,0.00104376412674147,2.48938963369028e-11,0.998956235029432,8.18425417701714e-10
"SEKER","DERMASON",1.83984851845414e-08,1.67251589555027e-22,4.92840361069973e-12,0.910257768300474,1.21621855136828e-08,0.0553320421297774,0.0344101590041491
"SEKER","SEKER",5.8424200424278e-09,1.94338085951186e-24,1.40329236669037e-15,0.181201502036447,1.05771056548849e-11,0.818789077055851,9.41505470303352e-06
"SEKER","SEKER",8.53485130512594e-12,1.9080488315523e-35,3.71164461943927e-18,2.11992773582456e-06,9.48495550250175e-10,0.999997879115234,2.28996559243513e-19
"SEKER","SEKER",4.9787009017606e-08,1.15202737001986e-23,1.18747715978956e-15,0.0266409576776806,4.09336947856881e-10,0.973330241401428,2.87507245439963e-05
"SEKER","SEKER",1.46522170994568e-11,4.04342454333895e-32,6.30168809740557e-15,1.42738432825841e-05,1.9925188524193e-06,0.999983733623202,4.9330253341531e-15
"SEKER","SEKER",1.23234881494089e-11,1.89485907217564e-34,1.01258879551808e-16,7.63374144919594e-06,1.44107104098952e-08,0.999992351835517,6.99032136197622e-18
"SEKER","SEKER",9.36810217724244e-12,6.74458942569616e-34,2.83342523977241e-16,8.20967246560154e-06,4.87394364533941e-08,0.99999174157873,3.11522764777849e-17
"SEKER","SEKER",4.1055585322651e-13,4.07318609108954e-29,3.86989964536867e-14,0.000490531402678183,5.26677728324042e-08,0.999509415909208,1.98914516721676e-11
"SEKER","SEKER",6.96887537750745e-12,9.81755228757802e-34,5.79543660984965e-16,1.68647424423555e-05,3.90957607383202e-08,0.999983096154827,6.17719800291536e-17
"SEKER","SEKER",8.59046850761661e-12,3.99073522695484e-30,2.42503330534775e-15,3.28750417206372e-05,2.04559812646072e-07,0.99996692038929,5.83813488316988e-13
"SEKER","SEKER",3.63480551808975e-12,3.10471774259218e-33,2.5867074025985e-15,5.27399167763265e-05,4.22404237095174e-08,0.999947217839162,3.45661161872143e-16
"SEKER","SEKER",8.9620618698174e-13,3.14623572276537e-31,3.1069556683305e-14,6.15374161437474e-05,7.39964342783106e-07,0.999937722618519,6.75281203857734e-14
"SEKER","SEKER",4.67500802945156e-13,5.61312542509661e-28,1.2098462848076e-15,0.000250886801753593,2.09973450290363e-09,0.999749110972339,1.25704009824711e-10
"SEKER","SEKER",8.71840828165415e-13,3.5127809260658e-31,3.00612999077491e-15,1.5815608657405e-05,2.63920010335493e-07,0.999983920470427,3.08215834046269e-14
"SEKER","SEKER",8.22521318800283e-12,6.4189741095542e-34,5.99487743205374e-16,2.65051273052074e-05,2.15679191630192e-08,0.99997347329655,4.55350188603932e-17
"SEKER","SEKER",8.07817217235624e-12,5.92019763363788e-34,4.23926957369044e-16,1.88228448420507e-05,2.25220649840702e-08,0.999981154625014,3.52833106315317e-17
"SEKER","SEKER",1.58333647722037e-12,1.03291604624146e-24,1.19333807410572e-17,0.00388419643836789,2.75448753993271e-13,0.996115594935624,2.08624149239452e-07
"SEKER","SEKER",9.98779339725574e-11,2.39034218158523e-26,7.70412286890185e-16,0.00947137779066578,6.08680729211356e-11,0.990528598481945,2.3566642219857e-08
"SEKER","SEKER",1.73935942365881e-10,1.06011025313067e-22,7.86144384894462e-17,0.0506788299738372,5.99795064054927e-13,0.949236745166171,8.44246854556493e-05
"SEKER","SEKER",1.77506906685294e-08,4.91684266773265e-23,2.38130441177764e-16,0.0289432805150704,3.20470480555265e-11,0.971000736747642,5.59649545493168e-05
"SEKER","SEKER",9.70849182550694e-12,5.2913312786012e-35,1.7924476936848e-17,4.51880755816136e-06,2.72019804940231e-09,0.999995478462535,1.10007412671451e-18
"SEKER","SEKER",9.04953188101916e-12,1.73126117474321e-32,4.52640874753756e-15,8.79149813508373e-06,2.06340143439147e-06,0.999989145091375,1.69445024363431e-15
"SEKER","SEKER",1.73872352739251e-12,2.42587723297449e-32,4.97950814539213e-15,2.61809369432525e-05,2.51229217028553e-07,0.999973567832093,2.55380534134683e-15
"SEKER","SEKER",8.49183733127259e-12,9.19557454462961e-32,5.06384261028874e-15,5.77490756541466e-06,4.93465792396897e-06,0.999989290426005,8.3781205095607e-15
"SEKER","SEKER",2.95501172326319e-12,2.12398675737418e-32,6.07559830212847e-15,2.73189091767144e-05,3.72499255036056e-07,0.999972308588605,2.54509680953358e-15
"SEKER","SEKER",3.41289674994006e-12,7.4957347541865e-33,1.97079431226463e-15,1.6429172013089e-05,1.77695883926717e-07,0.999983393128687,6.0270221677544e-16
"SEKER","SEKER",1.33294832390153e-09,1.67468784811287e-22,2.32155545566934e-16,0.0905567264565641,2.27317280397953e-12,0.90921176851117,0.00023150369704389
"SEKER","SEKER",2.14513527020523e-12,2.70642876296793e-32,1.88577336738148e-15,8.64216137965358e-06,4.01003801707346e-07,0.99999095683267,1.81019165795355e-15
"SEKER","SEKER",1.310025676921e-13,1.51632501078514e-25,1.83971384193237e-18,0.00250770578345331,1.56140754859634e-14,0.997492277914487,1.6301912638885e-08
"SEKER","SEKER",8.43086382309418e-12,1.67367709662089e-35,2.96003110927888e-18,1.86058455151528e-06,8.44031624265198e-10,0.999998138562986,1.83634418921351e-19
"SEKER","SEKER",3.10310862991421e-10,2.00423817405826e-21,5.4995689123516e-15,0.360457154945993,9.33989069737536e-12,0.632102990248531,0.00743985448582008
"SEKER","SEKER",2.66456134482331e-11,3.47222478761331e-23,1.14466451679335e-17,0.0165157618787446,1.16162623468226e-13,0.983473707253958,1.05308405354183e-05
"SEKER","SEKER",9.36390269819421e-12,6.85637930878293e-34,7.65801511160673e-16,3.06914666401086e-05,2.52690904674377e-08,0.999969283254905,5.38097246066715e-17
"SEKER","SEKER",6.9066624408221e-13,8.45818470957779e-23,1.12635989178315e-17,0.0482938258604377,6.12221785207989e-15,0.951677930958399,2.82431804662701e-05
"SEKER","SEKER",2.17892801341686e-09,1.1386439219773e-21,5.96164027175805e-16,0.140738323872525,5.06144720637808e-12,0.85773222942176,0.00152944452172489
"SEKER","SEKER",1.13940003718983e-12,5.65008382406512e-30,2.32982904950499e-15,4.60598289013581e-05,5.55915881165581e-08,0.99995388457763,7.3844819256932e-13
"SEKER","SEKER",1.08722694074865e-11,2.85672985061425e-30,1.17592534361531e-14,1.28420026631984e-05,6.6726943552797e-06,0.999980485291641,4.56375781698856e-13
"SEKER","SEKER",1.86603048264835e-10,1.16243124203453e-26,5.12470234652231e-16,0.000654805438107335,2.14602389882e-09,0.999345187651368,4.57789769235015e-09
"SEKER","SEKER",2.33084075710712e-11,2.02459767859886e-29,1.58303006343649e-13,7.53311283638726e-05,2.25484574247509e-05,0.999902120380592,1.01525679096573e-11
"SEKER","SEKER",3.91736931598913e-08,2.96672793145438e-25,5.20797277713297e-14,0.00959770273230053,1.68448833846142e-07,0.990400907685958,1.18195916252611e-06
"SEKER","SEKER",9.58223457408326e-12,1.6812115941755e-34,1.06979646055186e-16,1.21977587005051e-05,6.91434211197137e-09,0.999987795317375,6.6650793172008e-18
"SEKER","SEKER",1.35934064517782e-12,1.51832942606239e-29,1.82595534524309e-15,3.45326594509581e-05,7.17013579748634e-08,0.999965395636043,1.78716791426591e-12
"SEKER","SEKER",7.58874258165027e-12,1.0807824938585e-33,1.03048812809788e-15,3.10773566949596e-05,3.47840569202154e-08,0.999968887851658,8.88979970740444e-17
"SEKER","SEKER",1.88776325232182e-10,4.04903275386045e-29,2.80687958393743e-14,2.14929481029314e-05,3.61926201533821e-05,0.999942314230393,1.25465494850966e-11
"SEKER","SEKER",3.01048094490628e-11,5.80622636125365e-22,3.39176884723847e-17,0.0737641861073906,6.35007474192367e-14,0.925952983852798,0.000282830009642777
"SEKER","SEKER",3.8544007985279e-07,2.00035432912695e-23,1.43665730038591e-14,0.00388110687792753,3.76410085099843e-07,0.996081535488963,3.65957829300825e-05
"SEKER","SEKER",2.24699498513363e-12,1.95891337681614e-25,4.89442283983613e-17,0.00369776477463311,1.82333513338934e-12,0.996302185221877,4.99994198112334e-08
"SEKER","SEKER",9.0258910145173e-13,2.36961063834373e-32,3.66532157976918e-15,2.92408598149929e-05,1.10028682569282e-07,0.999970649110594,2.25325670609713e-15
"SEKER","SEKER",1.60225825728991e-11,8.5673167678843e-33,2.37618753817811e-15,4.34877030847942e-06,2.9602237567876e-06,0.999992690989909,6.14278355011891e-16
"SEKER","SEKER",9.14965645251623e-12,3.3987704914466e-35,9.57284788520807e-18,3.52334853685168e-06,1.64344920903381e-09,0.999996474998864,5.76208162683399e-19
"SEKER","SEKER",2.68647667851562e-12,6.17936956323214e-33,2.02832003361744e-15,2.29759384162256e-05,1.00093993889904e-07,0.999976923964901,5.05298585582124e-16
"SEKER","SEKER",5.07938133155704e-12,3.22925211585594e-33,1.24414740487442e-15,1.59443736762075e-05,1.11073040419366e-07,0.999983944548202,2.31724623274906e-16
"SEKER","SEKER",3.344687388673e-13,2.07128682882044e-29,1.27853159897632e-14,0.000113370139007106,9.2940027002118e-08,0.999886536915886,4.73266090809518e-12
"SEKER","SEKER",3.2581093313194e-12,2.14569319046459e-32,5.00139296900616e-15,1.91931709998189e-05,5.03311974404048e-07,0.99998030351376,2.20070637289963e-15
"SEKER","SEKER",7.65567518078988e-12,3.92007154755806e-23,5.92333000517267e-18,0.0132144955296916,4.23953298441229e-14,0.986777514143409,7.99031920119862e-06
"SEKER","SEKER",3.33862929577696e-12,1.88387339217709e-26,1.50934675411365e-15,0.00349016277174636,1.64620182343916e-10,0.996509826013632,1.10466615882329e-08
"SEKER","SEKER",1.13604627207242e-13,1.98377118891306e-31,3.4457997970525e-15,2.85952317011669e-05,5.62781460315864e-08,0.99997134849002,1.61217902504388e-14
"SEKER","SEKER",1.98648911707777e-11,6.01335034551524e-29,3.54144115244121e-15,4.02561238918908e-05,4.23612202865341e-07,0.999959320233112,1.09243575560584e-11
"SEKER","SEKER",8.05374653840675e-12,1.30366900501085e-35,1.99597786223169e-18,1.54785701263517e-06,6.39652072324809e-10,0.999998451495282,1.24466220817894e-19
"SEKER","SEKER",3.04173663560263e-14,2.96011363086939e-27,3.23352603641737e-17,5.52220611194266e-05,6.79834217625731e-11,0.999944777744754,1.26112268467074e-10
"SEKER","SEKER",1.3596481837029e-12,1.97609583571801e-31,4.84072363961829e-15,1.94648213672197e-05,4.05386877603818e-07,0.999980129790371,2.00079933020632e-14
"SEKER","SEKER",2.29167313337921e-09,5.57881876076269e-25,9.60962684945771e-16,0.00621992905346255,6.19156383456572e-10,0.993779541063587,5.26972120267451e-07
"SEKER","SEKER",9.52580633787562e-13,4.59275323349558e-24,6.21318264694692e-18,0.00698369618047096,4.48773717330086e-14,0.993015526853404,7.76965128048001e-07
"SEKER","SEKER",2.54278240259306e-11,1.04383649356172e-22,5.58438960252413e-18,0.0105743215867626,8.85760012338645e-14,0.989410128977259,1.55494104617631e-05
"SEKER","SEKER",4.79745991533064e-14,4.81934347734504e-29,6.91261729257892e-16,3.4993012172024e-05,5.97150373011613e-09,0.999965001012843,3.43275981190336e-12
"SEKER","SEKER",2.98920117187086e-12,1.66010284553333e-30,4.22964858151472e-15,1.15911585404783e-05,1.1851631787293e-06,0.999987223675119,1.68395775021399e-13
"SEKER","SEKER",7.91821334463559e-14,3.29607124788654e-31,4.01657675397119e-15,3.2403570202544e-05,5.14897924290676e-08,0.999967544939894,2.76038296216091e-14
"SEKER","SEKER",4.19978054581154e-13,2.03326979999866e-27,1.63137695740462e-16,0.000132871764406242,4.11546652601929e-10,0.999867127616083,2.07543604420132e-10
"SEKER","SEKER",1.65219002871818e-12,2.69054092217557e-25,3.02255564179082e-17,0.00101136664583229,5.84229437246294e-12,0.998988596619796,3.67268775579386e-08
"SEKER","SEKER",5.17387620581547e-13,2.7618029385779e-26,2.96654817342113e-17,0.00156153798437731,1.65017080393973e-12,0.998438457578682,4.43477316767736e-09
"SEKER","SEKER",3.39476673676659e-12,6.04810852031579e-32,8.39851467387717e-14,0.000144662626379713,3.69963791034725e-07,0.999854967406335,1.52081554404854e-14
"SEKER","SEKER",1.56231335270998e-11,5.06962144016467e-35,8.94833055264364e-18,1.17818962430338e-06,9.63956979434016e-09,0.999998812155183,6.95191016683134e-19
"SEKER","SEKER",4.24513467747307e-12,3.08482903058033e-27,4.4338494176174e-17,0.000231190134674191,8.52453410653815e-11,0.999768809444799,3.31036622515147e-10
"SEKER","SEKER",9.30512397047348e-14,7.16184190146288e-31,4.46709605001389e-15,2.66136675965964e-05,8.8867065252302e-08,0.999973297465179,6.19618932416365e-14
"SEKER","SEKER",8.713751602436e-10,1.43555907083835e-23,6.39678629359235e-17,0.00850284948124422,9.96334086365331e-12,0.991491326779071,5.82285834631869e-06
"SEKER","SEKER",1.53207686410091e-11,2.25001155645242e-30,1.62878100799615e-14,1.49880124686794e-05,8.91149467079513e-06,0.999976100477155,3.68166165149982e-13
"SEKER","SEKER",2.85890031574024e-13,6.5518716788344e-32,3.08701915154214e-15,2.44947666697281e-05,7.90239458873012e-08,0.999975426209091,4.98141181862386e-15
"SEKER","SEKER",9.3630774979556e-11,6.52005170785182e-27,1.23497688292419e-14,0.000644458858553945,9.74639624993508e-08,0.999355439173188,4.41065240848972e-09
"SEKER","SEKER",1.72053634700624e-12,2.12677482643081e-29,4.22033085084294e-15,1.49324865158635e-05,8.08316894791767e-07,0.999984259192516,2.34902616271433e-12
"SEKER","SEKER",8.53478939972591e-12,9.6512898281121e-34,7.74701625842476e-16,2.18874757861447e-05,4.12144842974966e-08,0.999978071301194,6.82393653901078e-17
"SEKER","SEKER",1.86944521526998e-13,7.2550794199001e-28,4.8829636062065e-17,0.000110725280533363,7.5698966823552e-11,0.999889274595353,4.82278531067014e-11
"SEKER","SEKER",4.12682070233367e-10,5.46831854293252e-26,2.8312334169975e-16,0.00147124744090623,4.50878587450873e-10,0.998528730665549,2.10299836836832e-08
"SEKER","SEKER",1.3042290579485e-11,5.52033364236031e-34,3.11364937921734e-16,8.81537720482147e-06,5.54038633012057e-08,0.999991129205889,2.70880797639828e-17
"SEKER","SEKER",2.06036533182545e-13,4.68967808895531e-31,5.35970584336783e-15,1.68490257700338e-05,2.24992232651908e-07,0.999982925981748,3.79540485456602e-14
"SEKER","SEKER",8.49989663543679e-12,9.07368164313869e-34,9.24152138998147e-16,3.00552688156523e-05,2.8482779373868e-08,0.999969916239904,6.9052603396066e-17
"SEKER","SEKER",5.01769603099476e-13,3.94769679637589e-29,1.07731287059695e-14,8.31913002978437e-05,1.42522245226894e-07,0.999916666169248,7.69613494787639e-12
"SEKER","SEKER",5.70160907041954e-12,2.6039704973474e-33,1.301629658077e-15,1.91410179064482e-05,9.16297465450125e-08,0.999980767346644,1.88110094068511e-16
"SEKER","SEKER",1.40001845286642e-12,1.17216454170536e-26,9.30271357673789e-17,0.000547716989080173,4.51612027131296e-11,0.999452281292396,1.67196198940642e-09
"SEKER","SEKER",4.08612188341243e-11,2.14995976768029e-30,6.85054304227777e-14,1.46962557495162e-05,8.60133490232773e-05,0.999899290353762,5.35697709041957e-13
"SEKER","SEKER",1.01840752419731e-11,6.12887967659695e-32,7.72032817266062e-15,1.24983015722604e-05,2.80633815438679e-06,0.999984695350075,6.98906998612707e-15
"SEKER","SEKER",3.07997288850136e-11,4.57114422620414e-24,5.3827815590962e-17,0.0224438600439565,4.96241401077242e-13,0.977553925581135,2.21434361296061e-06
"SEKER","SEKER",9.97162334762737e-14,3.64552558632168e-30,1.04469582647804e-15,1.20282636136202e-05,5.14908299572466e-08,0.999987920245274,1.81278057012886e-13
"SEKER","SEKER",1.47520415943127e-11,3.69314050923992e-33,8.83501718961196e-16,3.25758868895826e-06,1.12468413672229e-06,0.999995617712421,1.79756248184195e-16
"SEKER","SEKER",8.89892156033543e-13,1.33620130746595e-24,9.23180299917637e-18,0.00557610526090149,9.12696346517966e-14,0.994423678238972,2.16499145297301e-07
"SEKER","SEKER",1.45884516573901e-11,4.51360035081812e-34,1.85912065562504e-16,5.1139103150548e-06,6.48865975466855e-08,0.999994821188499,1.7031837345357e-17
"SEKER","SEKER",2.52184988597574e-08,2.63625181830099e-20,1.17557792190597e-14,0.193019459811953,3.71759872594138e-10,0.782417758880587,0.0245627557171897
